날짜,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드,KOSPI
2024-08-21,121720,19590,15620,24850,4425,82800,146100,39150,9800,14990,2701.13
2024-08-22,121914,19480,15470,24600,4455,83000,146700,39300,9790,14940,2707.67
2024-08-23,122400,19590,15530,24650,4685,83900,149700,39600,9860,15230,2701.69
2024-08-26,122400,20100,15640,24400,4815,83200,152300,39900,9880,15200,2698.01
2024-08-27,122594,20100,15740,24650,4850,83900,151200,40100,9870,15370,2689.25
2024-08-28,123565,19770,15850,25000,4710,84000,150500,39300,9830,15270,2689.83
2024-08-29,124537,19710,15520,24700,4655,83600,149300,39000,9830,15500,2662.28
2024-08-30,122108,19990,15630,24900,4615,83600,147700,38600,9750,15990,2674.31
2024-09-02,121428,19790,15300,24950,4575,82200,146000,39100,9840,16080,2681.0
2024-09-03,120942,20000,15320,25550,4750,83700,154800,40200,9960,16490,2664.63
2024-09-04,118417,19500,15200,24900,4645,82700,150800,39800,9760,16440,2580.8
2024-09-05,119485,19500,15400,25100,5050,83400,149900,41200,9890,17730,2575.5
2024-09-06,113851,18910,15420,24600,4920,83100,146700,41200,9890,17080,2544.28
2024-09-09,116571,19050,15320,25950,5000,82200,145300,41400,9890,17580,2535.93
2024-09-10,117348,18840,15570,25300,4990,84100,148500,41100,9890,17480,2523.43
2024-09-11,115794,18980,15220,26150,4845,82600,147400,41250,9910,17650,2513.37
2024-09-12,115017,19130,15390,26450,4785,84400,149100,41450,9880,17800,2572.09
2024-09-13,115114,19540,15500,26300,4980,90000,149200,42050,10000,17780,2575.41
2024-09-19,120651,19630,15490,27000,4945,89900,150500,41700,9940,17880,2580.8
2024-09-20,122011,20100,15610,26500,5070,89100,150200,41800,9870,17730,2593.37
2024-09-23,121622,19950,15950,26800,5050,89700,145400,41350,9930,17240,2602.01
2024-09-24,119680,20450,15820,26400,5120,91000,146600,41400,9900,17320,2631.68
2024-09-25,118028,20000,15720,27500,4700,88300,138500,40500,9810,17100,2596.32
2024-09-26,119000,20600,15990,27650,4660,91200,142300,41500,9920,17000,2671.57
2024-09-27,117348,20900,16240,28150,4620,88300,140200,40300,9870,17100,2649.78
2024-09-30,113948,20550,15900,27850,4590,91900,137800,40200,9810,16970,2593.27
2024-10-02,110451,20350,15520,26500,4465,90600,135000,39750,9700,16870,2561.69
2024-10-04,112685,20100,15520,25750,4475,88300,136100,40800,9700,16730,2569.71
2024-10-07,110160,20900,15720,25750,4455,87600,135300,41050,9810,16760,2610.38
2024-10-08,111034,20950,15740,24750,4415,86600,134600,40150,9680,16630,2594.36
2024-10-10,109091,20100,15920,24350,4415,86400,132300,40300,9730,16480,2599.16
2024-10-11,113560,19850,15890,24600,4430,88600,134300,40200,9740,16640,2596.91
2024-10-14,112394,20050,15760,24000,4440,88600,134000,40900,9740,16630,2623.29
2024-10-15,119680,19920,15810,23650,4570,89300,135700,41000,9750,16900,2633.45
2024-10-16,118514,20900,15970,23500,4535,89000,134500,42700,9900,16730,2610.36
2024-10-17,119874,20450,15960,23300,4560,89600,137600,42800,9830,16810,2609.3
2024-10-18,120748,20000,16180,23550,4455,91300,136700,42900,9920,16850,2593.82
2024-10-21,119000,19920,16320,23600,4415,90500,136500,42950,9840,16720,2604.92
2024-10-22,118514,19690,16380,23100,4370,91500,136100,44000,9950,16500,2570.7
2024-10-23,119291,19690,16260,23200,4420,90300,133300,42700,9900,16230,2599.62
2024-10-24,118708,19770,16540,23200,4380,90300,133600,43800,9920,16300,2581.03
2024-10-25,117251,19580,16440,22300,4380,91400,132200,44200,9960,16240,2583.27
2024-10-28,115988,19970,16480,22850,4495,92000,134000,43750,9940,16800,2612.43
2024-10-29,117154,19760,16600,23100,4545,87600,136200,43750,9930,17140,2617.8
2024-10-30,117154,19660,16680,23050,4505,87000,129900,44350,9980,17700,2593.79
2024-10-31,120845,19840,16810,22350,4485,88200,117000,44350,10010,17860,2556.15
2024-11-01,116765,19460,16860,23150,4420,87000,119400,44300,10040,17640,2542.36
2024-11-04,121622,19260,16510,24100,4530,86600,121300,44100,10060,17640,2588.97
2024-11-05,122400,19340,16400,24000,4930,84900,122400,43050,10110,17770,2576.88
2024-11-06,121234,19460,16540,23850,4870,86400,121400,43900,10200,17570,2563.51
2024-11-07,119097,23600,16500,23900,4980,87300,122400,42850,10160,17350,2564.63
2024-11-08,119194,23950,16110,23750,4920,87000,123100,41100,9950,17280,2561.15
2024-11-11,117542,24500,16010,22600,4830,85500,121300,44400,10110,17170,2531.66
2024-11-12,114531,23650,15950,22000,4650,84700,120000,43500,10000,17200,2482.57
2024-11-13,111714,22300,15750,22100,4545,83700,117000,42600,9960,16720,2417.08
2024-11-14,111908,23800,16190,22250,4675,83800,115800,41150,10000,16870,2418.86
2024-11-15,112588,23000,16020,22200,4665,83000,117300,41500,10030,17110,2416.86
2024-11-18,110257,24000,16140,22450,4650,84300,124000,41800,10050,17050,2469.07
2024-11-19,108217,23850,15990,22250,4725,81900,121400,41750,10200,17090,2471.95
2024-11-20,108022,22600,16350,22050,4700,83200,121800,43300,10570,17280,2482.29
2024-11-21,105885,22000,16410,21950,4795,82500,121600,44000,10880,17350,2480.63
2024-11-22,104817,21150,16390,22150,4790,81800,123000,44500,11090,17370,2501.24
2024-11-25,101320,21100,16190,22450,4770,81800,123700,44800,11240,17270,2534.34
2024-11-26,101125,21400,16360,22650,4885,83700,124400,45500,11570,17580,2520.36
2024-11-27,101514,22000,16310,22550,4905,84500,124700,47600,11900,18060,2503.06
2024-11-28,106177,21900,16320,22700,5170,85300,124600,48850,11800,18030,2504.67
2024-11-29,105788,23000,16130,22100,5150,86000,119000,48800,11590,18000,2455.91
2024-12-02,100834,22500,16070,22150,5180,83200,121500,49000,11520,17940,2454.48
2024-12-03,101708,22550,16170,22850,5270,84800,124200,48650,11520,18400,2500.1
2024-12-04,99668,20950,15770,22250,5110,83900,122700,47850,11420,17250,2464.0
2024-12-05,97531,20050,15630,21700,5190,84500,121500,47700,11150,17070,2441.85
2024-12-06,96462,20000,15510,21350,5000,84300,120700,45300,11190,17080,2428.16
2024-12-09,92382,18960,15250,20650,4770,82500,116100,44300,10760,16460,2360.58
2024-12-10,94228,20100,15520,21850,4695,83300,116200,43850,10780,16800,2417.84
2024-12-11,95782,20250,15830,22150,4845,83100,116500,44600,10910,16890,2442.51
2024-12-12,97628,20150,16110,22200,5020,83500,118700,44250,10890,17150,2482.12
2024-12-13,97434,20300,16120,22500,5160,86200,118800,44850,10950,17120,2494.46
2024-12-16,96851,20050,15680,22600,5050,83300,117400,46450,11250,17010,2488.97
2024-12-17,99085,21000,15620,22250,5120,84900,116400,45750,10960,16810,2456.81
2024-12-18,101902,20750,15870,22350,5110,83500,118900,45800,10970,17040,2484.43
2024-12-19,107148,20500,15700,21900,5020,84200,115700,44950,10930,16790,2435.93
2024-12-20,109965,19990,15610,21950,4950,85400,116900,44700,10890,16540,2404.15
2024-12-23,107051,20450,15680,22250,5080,85100,118700,45700,10960,16630,2442.01
2024-12-24,104525,20300,15680,22050,5100,83600,117600,46100,10990,16730,2440.52
2024-12-26,103651,20250,15600,21600,5060,83600,117600,45500,10750,16660,2429.67
2024-12-27,102874,19850,15170,21000,4990,84900,115800,45000,10670,16160,2404.77
2024-12-30,106662,19760,15060,20800,4885,83200,114800,43850,10330,15970,2399.49
2025-01-02,103262,19440,15090,20750,4880,81100,113300,43950,10380,16230,2398.94
2025-01-03,101708,19230,15040,21250,4960,80800,115600,44500,10450,16060,2441.92
2025-01-06,102680,19160,15030,22850,4830,81000,119000,44200,10340,16180,2488.64
2025-01-07,103942,19250,15010,22600,4855,81100,118300,43850,10450,16520,2492.1
2025-01-08,103942,19040,14920,22850,4845,81100,120900,43800,10540,16470,2521.05
2025-01-09,101320,18990,14910,22600,4775,82400,120600,45000,10490,16520,2521.9
2025-01-10,97531,19000,14950,22650,4770,82000,121400,44200,10450,16750,2515.78
2025-01-13,97725,18890,14950,22800,4745,80900,119800,44400,10460,16670,2489.56
2025-01-14,97142,18840,14850,22600,4800,80100,119400,43900,10380,16710,2497.4
2025-01-15,93840,18630,14740,22700,4730,80100,118200,44400,10330,16720,2496.81
2025-01-16,93840,18640,14730,24000,4755,80400,120300,44850,10310,16660,2527.49
2025-01-17,92091,18710,14910,24000,4770,79900,118800,45950,10310,16820,2523.55
2025-01-20,92091,19230,15050,24000,4860,80000,120700,46050,10340,16660,2520.05
2025-01-21,92771,19380,15020,24000,5000,81700,119400,46000,9990,16850,2518.03
2025-01-22,92771,20150,15070,24200,4960,80800,122600,45550,9910,16760,2547.06
2025-01-23,93742,19940,14870,23750,4885,80300,115600,45650,9870,16570,2515.49
2025-01-24,92771,19740,14890,23750,4895,80800,115000,47000,9940,16580,2536.8
2025-01-31,93160,19280,15180,24150,4885,81900,119900,48000,10040,16780,2517.37
2025-02-03,93257,18670,14920,23050,4765,80100,118700,46900,10020,16300,2453.95
2025-02-04,91800,19350,15200,23150,4815,80200,118600,46700,9950,16300,2481.69
2025-02-05,93062,19270,14980,22950,5010,81500,118500,46450,10190,16370,2509.27
2025-02-06,96365,19320,15130,23400,5130,83300,119600,46050,10360,16140,2536.75
2025-02-07,96754,18870,15070,22000,5000,81900,120000,45350,10500,15970,2521.92
2025-02-10,97434,18180,15120,21700,4955,84000,118600,45850,10510,15910,2521.27
2025-02-11,96657,17980,15280,21550,5050,83100,118800,46000,10590,15970,2539.05
2025-02-12,96754,18350,15280,21650,5020,83500,121000,45150,10510,16020,2548.39
2025-02-13,94422,18220,15500,21550,4980,84000,121600,45200,10550,15920,2583.17
2025-02-14,96365,18310,15600,21900,4990,84200,127600,46950,10690,16130,2591.05
2025-02-17,96754,18970,15680,21900,5090,86100,130400,46800,10740,16200,2610.42
2025-02-18,95102,19260,15690,21500,5100,86700,132900,46550,10650,16130,2626.81
2025-02-19,93548,19350,15750,21900,5140,85800,134400,46800,10620,16220,2671.52
2025-02-20,94617,19660,15760,22400,5220,88900,132700,47650,10850,16330,2654.06
2025-02-21,95005,19840,15790,22100,5480,88000,128900,47200,10640,16460,2654.58
2025-02-24,97822,19850,15780,22100,5770,89400,130100,48000,10730,16380,2645.27
2025-02-25,95394,19640,15770,22150,5750,92000,129100,47800,10640,16330,2630.29
2025-02-26,97337,19820,15830,22000,5630,91100,125200,48050,10750,16400,2641.09
2025-02-27,97337,19840,15250,22150,5580,91900,126000,47650,10660,16410,2621.75
2025-02-28,94520,19700,14910,21200,5450,90900,121500,47000,10580,16060,2532.78
2025-03-04,97725,19400,14990,21100,5470,88700,122200,47700,10500,15940,2528.92
2025-03-05,96365,20700,15150,21450,5580,89600,121500,47400,10570,16000,2558.13
2025-03-06,96948,21000,15340,22100,5490,91000,122300,48500,10670,16150,2576.16
2025-03-07,95297,21050,15240,22350,5440,89200,122200,48050,10560,16150,2563.48
2025-03-10,97240,21100,15280,21900,5420,91000,122200,48250,10530,16970,2570.39
2025-03-11,98308,20500,15160,21500,5360,90000,119200,47550,10450,16790,2537.6
2025-03-12,98600,20800,15150,21800,5190,91100,119600,48850,10690,16920,2574.82
2025-03-13,98700,20550,15080,21200,5140,93600,118900,48400,10730,16640,2573.64
2025-03-14,99800,20050,15120,21450,5270,93600,119600,49100,10710,16780,2566.36
2025-03-17,98600,20350,15300,21600,5310,99900,123500,49800,10900,16900,2610.69
2025-03-18,99400,19920,15290,21450,5310,95200,122300,49500,10810,16930,2612.34
2025-03-19,98000,19800,15780,21450,5300,97900,123200,50700,10860,16990,2628.62
2025-03-20,97000,19750,16140,21400,5290,96700,124100,50700,10820,16990,2637.1
2025-03-21,98400,19560,15790,21400,5330,96700,124900,49750,10750,16940,2643.13
2025-03-24,98700,19820,15870,21450,5300,93800,124000,49600,10710,16800,2632.07
2025-03-25,101700,19580,16200,21250,5120,94000,124100,50000,10800,16830,2615.81
2025-03-26,101000,20050,16150,21100,5080,93900,124300,49800,10760,16890,2643.94
2025-03-27,99500,18500,16000,20600,5070,93200,124000,49850,10720,16750,2607.15
2025-03-28,99100,18030,16120,20500,5100,93300,119900,49850,10370,16750,2557.98
2025-03-31,99400,17480,16030,20000,5130,89500,116900,49600,10300,16660,2481.12
2025-04-01,99000,17160,16350,20450,5190,90900,119200,48700,10300,16690,2521.39
2025-04-02,99500,17090,16520,20850,5050,90100,119300,48250,10250,16500,2505.86
2025-04-03,100200,17090,16440,20500,5030,89400,118100,48700,10310,15520,2486.7
2025-04-04,100800,16900,16340,20950,5170,88000,117400,49300,10550,15620,2465.42
2025-04-07,98900,15670,16050,19810,4905,86900,112200,48350,10400,15020,2328.2
2025-04-08,98700,15140,16170,19610,4935,85400,111400,47450,10310,14920,2334.23
2025-04-09,98000,15200,16040,18930,4890,84700,108300,46350,10440,14940,2293.7
2025-04-10,98200,15640,16200,20100,5180,90000,113800,48200,10500,15180,2445.06
2025-04-11,97900,15710,16020,20350,5150,90200,114500,47350,10730,15260,2432.72
2025-04-14,97700,15670,16290,20350,5150,90000,113700,47300,10780,15280,2455.89
2025-04-15,98400,16080,16290,20600,5170,90100,115400,47650,10770,15560,2477.41
2025-04-16,98100,15790,16740,21000,5160,90500,114000,48450,11200,15500,2447.43
2025-04-17,98600,16230,16580,21400,5200,90400,113800,49050,11110,15450,2470.41
2025-04-18,98100,16410,16590,21400,5190,91200,114400,49200,11310,15660,2483.42
2025-04-21,97500,17070,16960,21450,5220,93100,114500,49600,11530,15740,2488.42
2025-04-22,97500,17170,17170,21100,5280,93000,115800,49250,11690,15820,2486.64
2025-04-23,98200,17510,17080,21200,5290,93800,117600,49700,11700,15950,2525.56
2025-04-24,98200,17460,17200,21700,5280,92600,118100,49150,11540,15910,2522.33
2025-04-25,98500,17640,17200,21850,5410,94400,117000,50200,11480,15990,2546.3
2025-04-28,98500,17550,17360,21800,5390,92500,117600,51100,11910,16100,2548.86
2025-04-29,101800,17710,17780,22650,5510,95400,118900,51600,11960,16120,2565.42
2025-04-30,103000,17860,18290,22950,5450,95400,122400,51800,12020,16200,2556.61
2025-05-02,100100,17650,18540,22950,5530,95500,122200,53500,12190,16080,2559.79
2025-05-07,99800,17690,18820,22650,5590,97200,122800,52000,12370,16530,2573.8
2025-05-08,100300,18200,19460,23200,5620,97400,121800,50800,12490,16550,2579.48
2025-05-09,99500,18000,19530,23550,5580,98600,123000,51500,12870,16510,2577.27
2025-05-12,100300,18370,19680,22900,5970,100800,125300,50800,12990,16610,2607.33
2025-05-13,100700,18070,19500,22950,6030,105300,124300,51000,12780,16790,2608.42
2025-05-14,99600,18410,19650,23100,6110,107700,125200,51300,13080,16970,2640.57
2025-05-15,101100,18470,18850,22750,6200,105200,123200,51000,13000,17270,2621.36
2025-05-16,99300,18630,18890,22700,6550,106700,123900,51400,12930,17040,2626.87
2025-05-19,100500,18470,18770,22350,6700,106200,122400,52000,12820,16810,2603.42
2025-05-20,99900,19340,18880,22850,6850,112000,124400,51900,12880,16940,2601.8
2025-05-21,101700,19110,18750,24100,7220,108100,139000,51300,13000,17150,2625.58
2025-05-22,103200,18890,18210,23950,7290,109700,138500,50700,12980,17280,2593.67
2025-05-23,102900,19330,18150,24900,7170,114700,142000,50000,12640,17130,2592.09
2025-05-26,102800,19520,18510,25050,7480,115700,152100,51700,12900,17230,2644.4
2025-05-27,103500,20350,18260,25450,7270,114500,150500,51300,12860,17130,2637.22
2025-05-28,108000,21200,18560,25650,7280,115700,151200,50800,12810,17120,2670.15
2025-05-29,110900,22250,19180,25900,7380,122700,154500,51000,12870,17170,2720.64
2025-05-30,111900,23400,18900,26200,7460,120800,149800,50800,12800,17040,2697.67
2025-06-02,111900,22700,18680,26900,7390,119500,151300,49400,12880,17120,2698.97
2025-06-04,115000,23150,22250,27250,8100,125200,157800,49850,13160,17220,2770.84
2025-06-05,113900,23200,21500,28000,7810,125200,168900,50300,12850,17220,2812.05
2025-06-09,118700,22900,23350,28600,8020,126100,167100,50600,12990,17390,2855.77
2025-06-10,119600,23400,22650,28700,7810,127700,166300,50900,12980,17380,2871.85
2025-06-11,120400,23300,22500,28550,7940,128400,173200,51600,13120,17220,2907.04
2025-06-12,118000,23300,21750,28200,7820,133500,168100,51800,13270,17440,2920.03
2025-06-13,119600,22850,21250,27900,7690,131700,165900,51600,13120,17380,2894.62
2025-06-16,118700,23250,22000,27900,8290,136700,172200,53100,13170,17490,2946.66
2025-06-17,117900,23350,21600,28350,8540,132800,172400,53000,13030,17390,2950.3
2025-06-18,123000,24700,21300,28200,8520,130800,164800,52400,13230,17890,2972.19
2025-06-19,120500,26550,21850,29700,8570,131600,165300,51900,13280,18060,2977.74
2025-06-20,119100,25700,21900,31900,8710,132000,161900,51800,13220,18040,3021.84
2025-06-23,115100,25000,21550,31300,8610,130100,161600,51000,13440,17950,3014.47
2025-06-24,115700,26900,22050,32000,8670,131200,162500,52100,13750,18260,3103.64
2025-06-25,112300,30100,21500,31300,8690,133000,165100,52400,13790,18910,3108.25
2025-06-26,110500,30850,21550,30750,8410,130900,160600,52400,14300,18460,3079.56
2025-06-27,111500,31650,21600,30600,8570,134800,158800,54400,14340,18280,3055.94
2025-06-30,112000,32900,22000,31750,8960,139100,161400,55700,14300,18300,3071.7
2025-07-01,117000,30750,23050,32500,9150,141400,165400,57300,14380,18440,3089.65
2025-07-02,117000,31100,23000,32000,9030,140100,162200,56800,14450,18920,3075.06
2025-07-03,120900,31750,22900,32300,8770,140100,162700,56500,14600,19030,3116.27
2025-07-04,116300,30900,21850,31050,8430,131900,162500,57700,14530,19790,3054.28
2025-07-07,117500,33450,23100,32050,8510,131600,162700,57100,14170,19640,3059.47
2025-07-08,117600,32200,23550,31700,9000,135300,166600,56200,14590,19980,3114.95
2025-07-09,121900,32300,24500,32150,9420,139100,170700,55600,14790,20300,3133.74
2025-07-10,121600,31350,25600,32800,9540,139700,177900,56200,14830,20300,3183.23
2025-07-11,121500,31000,24550,32900,9500,138000,172300,58100,14990,20450,3175.77
2025-07-14,123000,32250,25450,33900,10440,143000,183700,57800,15050,20550,3202.03
2025-07-15,120300,33350,25450,33550,10360,139100,181500,58400,14990,20550,3215.28
2025-07-16,120100,33050,24650,33100,9970,137200,181400,58000,14800,20100,3186.38
2025-07-17,121900,32900,24400,33300,9820,137700,184400,57800,15000,20100,3192.29
2025-07-18,121500,33650,24150,32650,9450,135900,174400,57200,14990,19690,3188.07
2025-07-21,119000,34200,23900,31850,9330,135400,174200,56600,14920,20100,3210.81
2025-07-22,124000,34350,23800,32100,9310,135200,170200,57300,15120,20100,3169.94
2025-07-23,121600,34250,23350,32100,9010,134200,170000,56400,14920,19940,3183.77
2025-07-24,122200,33950,22850,31750,8810,134300,168900,56400,14590,19560,3190.45
2025-07-25,118500,33400,22350,31400,8730,133900,168600,55900,14670,19480,3196.05
2025-07-28,114000,32700,22000,30300,8540,135200,167500,55300,14290,19230,3209.52
2025-07-29,113400,32400,22200,30550,8650,140000,172900,54600,14240,19160,3230.57
2025-07-30,113000,31300,22000,30700,8510,143900,175500,54600,14630,18460,3254.47
2025-07-31,112000,31350,22350,31050,8540,141100,168500,55200,14630,18690,3245.44
2025-08-01,108300,30750,20850,29500,8120,132000,161700,54000,14470,18320,3119.41
2025-08-04,110100,30200,21000,29000,8290,135800,161700,54300,14740,18380,3147.75
2025-08-05,109600,29100,20950,28900,8350,132200,162600,54800,14750,18770,3198.0
2025-08-06,114100,30500,20950,29150,8760,135200,162900,54400,14680,18880,3198.14
2025-08-07,113800,29650,21250,29300,8570,135900,165100,54300,14560,19020,3227.68
2025-08-08,112300,29250,20950,29000,8420,132300,162800,53700,14590,18830,3210.01
2025-08-11,110600,28900,20550,28150,8020,129500,162700,54100,14780,18570,3206.77
2025-08-12,111000,28850,20550,27800,8110,128400,160300,55000,14920,18320,3189.91
2025-08-13,112600,28400,20400,27650,7900,127200,161400,54100,14780,18410,3224.37
2025-08-14,110300,27950,20050,28000,7730,128100,163900,55700,14910,18170,3225.66
2025-08-18,108800,28650,19750,27200,7650,120800,161500,55300,15290,18080,3177.28
2025-08-19,107100,28250,19630,26950,7530,120700,160500,55400,15400,17840,3151.56
2025-08-20,104900,26950,19640,27400,7490,122300,159000,55700,15010,18140,3130.09
2025-08-21,104500,26950,19750,27550,7380,120900,162100,55400,14970,17980,3141.74
2025-08-22,106100,27300,19830,26800,7300,121300,167200,55000,14960,17990,3168.73
2025-08-25,109100,27750,19980,27200,7380,122400,166600,55100,15060,18120,3209.86
